Partner_id,type,Partner_name,Rating_score
23713,Alone,Matt,3.41
125531,Alone,Kerry,4.02
129140,Alone,Regina,3.98
123495,Alone,Hector,3.83
4152,Alone,Rachel,3.67
114235,Alone,Asaf,4.21
3071,Partner,David,3.98
30006,Alone,Mike,3.83
60111,Alone,Marc,3.8
113188,Alone,Dominique,3.53
17286,Partner,Dr. Shirin,4.2
30822,Alone,Gaddi,4.23
41545,Alone,Pamela,4.13
94478,Alone,Ali Nicole,3.55
67148,Alone,Pamela,3.54
95924,Alone,Miriam,3.9
24287,Alone,Amy,3.39
72746,Relative,Jon,3.67
6509,Alone,Cg,3.6
74521,Relative,Helen And Alfred,4.34
92899,Partner,Melanie,3.48
60740,Alone,Rachel,3.48
128786,Alone,Tiffanie,3.95
82342,Alone,Ami,3.7
53203,Alone,Catherine,4.37
96841,Alone,William,3.68
128162,Alone,Eugene,3.95
118891,Relative,Alison,3.7
114924,Alone,Yukiko,3.91
90625,Alone,Kaka,3.67
21517,Alone,Jiyae,4.02
10486,Alone,Lucy,4.05
52696,Alone,Tn,3.87
114094,Alone,Nayamkah,3.92
16321,Alone,Jamin,3.45
125729,Others,Roger,4.38
15031,Alone,Ayo,4.16
71067,Alone,Vicky,3.68
127629,Alone,Chaehyun,3.73
35962,Alone,Jehanne,4.09
2945,Alone,Tong,3.64
111403,Others,Adriana,3.64
121445,Alone,Gee,3.65
68622,Alone,Christine,4.21
107360,Alone,Kyle,4.36
2339,Alone,Jwanah,4.29
56069,Alone,Jaimie,4.15
62961,Relative,Tessa,4.31
54403,Alone,Rebecca,3.77
3028,Alone,Rex,4.26
108305,Alone,Dr. Shirin,4.57
23003,Alone,Tong,4.26
80376,Relative,El Haj,4.09
7401,Alone,Siobhan,3.94
72148,Alone,Kylia,4.42
109870,Relative,Carolina,4.23
96416,Alone,Bianca,3.71
19999,Alone,Abeer,4.11
118528,Alone,Kristin,4.21
94896,Alone,Max,3.9
45886,Alone,Jochen,4.22
41888,Partner,Freddi,4
79741,Alone,Madeline,4.31
96082,Alone,Shani,3.79
111242,Alone,Cristina And Sasha,4.07
112468,Alone,Wendy,4.06
87696,Alone,Nicole & Omari,3.93
19836,Relative,David,4.1
72760,Alone,Ashley,3.93
74219,Alone,Kara,3.94
43929,Alone,ResortShare5,3.59
23810,Alone,Luca And Kameko,3.85
54190,Relative,Linda,4.2
75038,Relative,Kim,3.61
102054,Alone,Ira,4.19
8374,Alone,Luca And Kameko,3.95
123234,Alone,Nilu,3.35
38772,Relative,Luca And Kameko,4.09
109014,Alone,Jane,3.51
76896,Alone,Umut&Deniz,3.47
14250,Alone,Brittany & Matt,4.13
84866,Partner,S,3.52
77724,Alone,Umut&Deniz,4.13
122844,Alone,Massimo,3.72
19270,Partner,Sara,3.61
106337,Alone,Gino,4.17
107556,Relative,Ariana,4.08
105200,Alone,Sebastien,3.96
114180,Alone,Marina,3.95
93659,Relative,Dali,3.95
93474,Alone,Samuel,4.28
92341,Alone,Angelica,3.54
27473,Alone,Fayth,4.15
17359,Alone,Kathryn,3.73
124777,Alone,Tingting,3.83
53224,Relative,Matt,3.68
84331,Alone,Cristina And Sasha,4.03
42719,Alone,C.D.,4.07
5959,Relative,George,4.09
11887,Alone,Juan,3.91
39728,Alone,Erin & Marla,3.64
69856,Others,Eva,3.49
20453,Alone,ResortShare5,3.62
75666,Relative,Miller,4.03
72113,Alone,Alex,3.74
88093,Alone,Ariana,3.86
7448,Alone,Majeed,3.87
82332,Alone,Matt,3.67
105825,Alone,Claudia,3.9
118576,Alone,Quentin,4.26
9458,Alone,Susan,3.63
59689,Alone,Antonio,4
42829,Alone,Lina,3.82
113384,Alone,Esther,3.88
118650,Alone,Scott,4.17
98022,Alone,Elisia,4.27
115691,Alone,Pablo,4.03
123212,Alone,Ignacio,3.84
38006,Alone,Devin T.,4.27
55399,Relative,M,4.35
54215,Alone,Tony,4.37
95174,Alone,Marina,3.94
126404,Alone,Elsa,3.87
112018,Alone,Monica,4.12
65084,Alone,Chuck,3.9
30542,Alone,CZ Casa,4.3
91973,Partner,Nick,4.1
45601,Alone,Nathaniel,3.85
11736,Alone,Suzie And Ryan,4.15
59811,Alone,Chayla,4.22
73966,Alone,Paloma,3.77
21686,Alone,Sonia,3.63
87528,Alone,Chana,4.18
81808,Alone,Cristina,3.91
58261,Alone,Victoria,3.9
121422,Alone,Manny Lucas,4.13
94088,Alone,Alexandra,3.82
58128,Alone,Samuel,3.83
63068,,Anna,4.13
75836,Alone,Travis,4.23
103847,Relative,James,3.99
118729,Alone,Montana,4.15
51000,Alone,Raymond,3.89
24476,Alone,Azure,4.06
55074,Relative,Jasmine,3.79
23090,Alone,ResortShare5,4.09
50485,Alone,Kevin,4.02
100790,Alone,Jd,4.27
66322,Alone,Amanda,4.06
6100,Alone,Michael,4.14
18686,Alone,Shaun,3.79
79258,Alone,Phillip,4.37
90755,Alone,Maayan,3.83
9399,Alone,Nepreil,3.7
99561,Alone,Oliver,3.92
87780,,Tamara,4.27
45210,Relative,Raymond,4.42
32386,Alone,Louise,4.22
98603,Alone,Sara,3.94
79787,Alone,Mark,3.98
112065,Alone,Eric,3.84
75090,Alone,Idit,4.04
90671,Relative,Matthew,4.07
59797,Alone,Rafael,3.82
36874,Relative,Ridhima,3.99
54774,Alone,Ray,4.18
44250,Alone,Mariam,3.92
42630,Alone,Bradley And Ana,3.54
64803,Alone,Susan,3.97
79772,Alone,Olenka,4.1
52516,Alone,Marc,4.11
82007,Alone,Luisa,4.3
1960,Alone,Ashfia & Amir,4.03
69951,Alone,Evguenia,3.69
71648,Alone,Nikki,4.13
26273,Relative,Ariel,4.21
28715,Alone,Kennedy,3.92
91586,Alone,Martial Loft,4.09
78690,Alone,Michelle,4.47
21738,Alone,Natasha,4.31
60353,Alone,Jocelyn,4.08
11076,Alone,Kristine,4.05
14851,Alone,Jessica,3.95
41518,Alone,Marina,3.75
38969,Alone,Rob,4.07
122604,Alone,Felipe,4.16
41443,Alone,Jason,4.17
53737,Alone,Juan Pablo & Andrea,4.19
94051,Alone,David,3.78
117927,Alone,Chelsea,4.21
77349,Alone,Tor,3.9
30346,Alone,Marni,3.76
35367,Relative,Jenny,4.51
85093,Alone,Ercio,3.98
116030,Alone,Steve,3.85
80086,Alone,Richard,4.17
4979,Alone,Amarjit S,4.04
124685,Alone,Brent,3.96
106208,Alone,Cecily,3.65
70674,Alone,Elijah,3.94
47803,Alone,Kris,4.12
82122,Alone,Nicole,4.03
120537,Alone,Corporate Housing,4.12
73594,Partner,Pilar,4.15
59429,Alone,Niki,4.32
53816,Alone,Jerry,4.05
113030,Alone,Larissa,3.99
69848,Alone,Jerry,4.19
70709,Kids,Ariana,3.56
53516,Alone,Jerry,4.31
20107,Alone,Louise,4.52
15663,Partner,Chayla,3.74
37647,Alone,Chayla,4.15
16690,Alone,Amarjit S,3.89
71139,Alone,Samantha,4
31587,Alone,Kate,4.12
42914,Alone,Ebone,3.63
24034,Relative,Stanley,4.25
20306,Alone,Naama,4.33
128693,Alone,Amardeep,3.93
100884,Alone,Amardeep,4.51
127136,Alone,Amardeep,4.06
51440,Alone,Chayla,3.89
108314,Alone,Amardeep,3.75
105844,Relative,Maiko,3.8
57823,Alone,Chayla,4.2
87246,Alone,Chayla,4.07
123413,Alone,Bea,4.33
3183,Relative,Greg And Amy,3.97
71969,Alone,Roxana,4.43
4468,Alone,Francisco,3.58
49210,Alone,Alex,3.91
101344,Alone,Paloma,4.03
89395,Alone,Anna,4.18
41397,Alone,Celeste,4.2
55548,,Ramez,4.17
80387,Alone,Alex,4.14
38380,Alone,Sohel,4.06
96925,Alone,Dawn,4.08
33013,Alone,Andrea,3.57
71774,Alone,Shane & Nicole,4.23
45056,Alone,Joyce,4.16
19743,Relative,Ash,4.15
35372,Relative,Betsy,3.93
126362,Alone,Sharon,4.01
105602,Alone,Michael,4.05
120473,Alone,Paolo,4.11
117067,Alone,Sebastian,4.32
2914,Relative,Zoe,3.72
25349,Alone,Andres,4.05
31886,Alone,Elias,3.85
112613,Alone,Nicole,3.89
58806,Alone,Georgia & Robin,3.96
78030,Partner,Christina,4.21
123687,Partner,Faye,4.12
110891,Alone,Meghan,4.11
26222,Relative,Anima,4.18
57944,Alone,Joseph,4.13
106095,Relative,Tj,4.46
81474,Alone,Ramsay,3.75
81422,Relative,Elena,4.1
19676,Alone,Sehai,4.44
12540,Alone,Ronald,3.84
45894,Relative,Cyril,3.58
77722,Alone,Hannah,4.37
26201,Alone,Ben,4.08
93009,Alone,Ignacio,4.08
82917,Alone,Danielle,3.5
61407,Alone,Tk,4.22
121198,Alone,Roy,3.81
98556,Relative,Laurent,4.14
124414,Alone,Chi,4.13
24098,Alone,Amara,4.3
19454,Partner,Mattie,3.99
66686,Relative,Lynne,4
62713,Alone,Travis & Melissa,3.89
122673,Alone,Jay R.,4.25
23908,Alone,Cesar & Nadia,4.15
16441,Alone,Phoebe,4.08
101302,Alone,Sophie,4.28
23189,Alone,Chris,3.96
113326,Alone,Adrianne,4.1
64464,Alone,Chayla,3.93
127540,Alone,Sasha,3.77
53051,Alone,Belkis,3.82
105555,Alone,Eric,4.1
65098,Alone,Aleksandra,4.07
89919,Alone,Saygin,3.65
14104,Alone,Jeffrey,4.14
102119,Alone,Brendan,3.88
16544,Alone,Bobbi,3.92
105155,Alone,Yesenia,4.42
113227,Relative,Camilla,4.08
83696,Alone,Jeffrey,4.11
23234,Relative,Mario,4.17
57242,Alone,Andy,3.9
72351,Alone,Lisa,3.95
14870,Alone,Maxime,3.94
68431,Alone,Stephen,3.41
44197,Alone,Margareth,3.63
105297,Alone,Yossi,3.47
29883,Alone,Daria,4.03
66599,Alone,Noelle,3.82
70759,Alone,Chayla,3.91
128652,Alone,Irem,4.04
62766,Alone,Michael,4.02
108857,Alone,Julia,4.37
71101,Alone,Carmen,4.1
5694,Alone,Debbie,4.53
124060,Alone,Josephine,4.01
56030,Alone,Arash,4.4
66565,,Nehia,3.87
108352,Alone,Julia,3.91
17806,Relative,Russell,4.57
39814,Alone,David & Elaine,4.12
35491,Partner,Fayth,3.97
127602,Alone,Joe,3.65
103367,Relative,Maria,3.41
96431,Alone,Julia,4.07
129195,Partner,Paul,3.82
82863,Relative,Laura,3.98
94730,Alone,Catherine,3.82
103744,Alone,Kristin,4.12
106476,Alone,Ryan,4.11
18249,Alone,Irisha,3.87
49266,Relative,Kumara,3.96
64583,Alone,Sebastian,3.8
97096,Alone,Mac,3.96
92720,Alone,Liad,4.08
15331,Alone,David,4.18
43169,Alone,Jian,4.09
66534,Alone,Alana,4.08
41392,Alone,Peter,4.15
102021,Alone,Jeremy,3.85
40955,Alone,Mark & Will,3.61
111202,Alone,Mary,4.38
74505,Alone,Joseph,4.2
68847,Alone,Claire,3.94
126627,Alone,Inna,3.87
10694,Alone,Charles-Hugo,3.92
32609,Alone,Courtney,4.12
15217,Alone,Tim,4.26
86022,Alone,Emmy,3.89
72831,Alone,Nina,4.13
71290,Alone,Corporate Housing,4.34
27361,Alone,Geo,4.24
45573,Relative,Andrew,4.11
93632,Alone,William,3.8
78593,Alone,Madi,4.13
25300,Relative,Alex,4.2
30996,Alone,Jason,3.82
89844,Partner,Benny,3.88
66295,Alone,Annie,4
860,Relative,Misael,4.44
33874,Alone,Brecht,3.76
74043,Alone,Azu,4.04
120245,Relative,Rod,4.47
38046,Alone,Fernando,4.04
48328,Alone,Jason,4.02
75032,Partner,Grace,3.96
26804,Alone,Jason,4.14
17437,Alone,Avi,4.1
113450,Alone,Jason,4.34
127870,Alone,Jason,4.1
13137,Alone,Kevin,3.71
99239,Alone,Johari,4.36
80816,Alone,Rebecca,3.96
13000,Alone,Kim,4.02
121137,Alone,Tysun,4.14
23399,Alone,Ciprian,4.18
35181,Relative,Kristian & Di,3.74
54618,Relative,Miralva,3.96
16766,,Kv,3.84
25507,Alone,Sandra,4.11
94295,Alone,Alex,3.98
30798,Alone,Kirra,4.3
59785,Alone,Guy,3.77
34,Alone,Sam,4.1
80961,Alone,Joel,4.15
17180,Alone,James,3.68
124681,Relative,Andrea,4.38
79461,Alone,Lucy,4.13
6590,Relative,Kory,3.9
109581,Alone,Steve,3.74
126472,Alone,Nimrod,4.16
56806,Alone,Camille,3.96
11131,Alone,Evelyne,4.06
42442,Alone,Louise,3.83
65719,Alone,Maria,4.06
3700,Partner,Samer,3.9
98850,Alone,Thomas,4
107744,Relative,Sarah,3.75
114187,Alone,Jenima,4.18
112498,Alone,Marie,3.82
1577,Alone,Tracey,3.87
126528,Alone,CRNY Monthly Rentals,4.1
107062,Alone,Jared,4.32
111847,Alone,David,4.07
40753,Alone,Yandong,3.94
85024,Alone,Amy,3.53
26267,Alone,Allan,4.11
72038,Alone,Faye,3.73
100796,Relative,Siria,4.04
39665,Relative,Belinda,4.1
87607,Alone,Randi,4.17
56458,Alone,Ella,4.3
127843,Relative,Mei,3.66
90314,Alone,Benjamin,4.24
14588,Relative,Courtney,4.05
38309,Alone,Reuben,4.5
90554,Alone,Pablo,4.12
84215,Relative,Ignat,4.27
109927,Alone,Anthony,4.14
35588,Alone,Adam,4.09
128829,Alone,Daniel,4.64
30915,Alone,Geo,4.11
126062,Alone,Elizabeth,3.5
9227,Relative,Samuel,4.18
106955,Alone,Alec,4.35
8612,Alone,James,3.79
56918,Alone,Kate,3.89
62950,Relative,Roanne,3.97
43665,,Alessandra,3.92
55252,Relative,Justin,3.59
40482,Alone,Jay,4.24
101066,Alone,Taha,3.73
8462,Alone,Justin,4.24
57617,Alone,Julia,3.45
45012,Alone,TiffanyJoy,4.15
247,Relative,Martina,3.88
128443,Alone,Rachel & Preston,4.03
111596,Relative,Kelcey,4
60271,Alone,Ilya,3.63
8625,Relative,Claudette,4.05
116749,Alone,Ming,3.58
28845,Alone,Joseph,3.5
117768,Alone,Dave,3.76
76353,Alone,Nicole,4.24
77626,Alone,Franny & Zooey,4.03
34444,Alone,Chelsea,4.08
66929,Relative,Olive,3.91
24385,Relative,Joshua,4.11
120596,Alone,Josh,4.07
52924,Alone,Kirsten,4.25
22473,Alone,Rachel,3.99
33374,Relative,Liz,4.11
64386,Alone,Sai Swaroop,3.91
16880,Alone,Aude,3.61
35653,Alone,Christie,3.58
106221,Alone,Carolina,4.37
1059,Relative,Romina,4.1
124390,Alone,Dania,4.4
4596,Alone,Olivia,4.19
97406,Alone,Jamie,4.06
84341,Alone,Huilin,4.22
38146,Alone,Melanie,3.78
28968,Alone,Felipe,3.8
93578,Alone,Ken,3.95
63811,Alone,Coco,3.61
96916,Alone,Peggy,3.83
69754,Alone,Harry,3.95
12849,Alone,Ana,4.1
57950,Alone,Mor,3.76
85296,Alone,Delphine,3.96
64376,Alone,Esther,3.91
2208,Alone,Kytzia,3.94
115092,Alone,Anna,4.19
120012,Alone,Ali And Amy,3.81
10890,Relative,Anna,4.18
17816,Relative,Katya,4.08
57791,Alone,Rachel,4.5
112132,Alone,Matthew,3.92
95303,Alone,Barry & Verone,4.02
32772,Alone,Aissatou,3.91
22485,Kids,Daniel,4.15
71855,Alone,Cindy,4.18
75418,Alone,Devshri,4.06
76985,Alone,Diana,3.92
104715,Alone,Ploy,4.05
124628,Relative,Denise,4.06
83537,Alone,Janelle,4.08
21632,Alone,Francisca,3.76
39189,Alone,Victoria,3.84
113098,Alone,Ekaterina,3.77
52031,Alone,Veer,4.23
121781,Alone,Vivienne,3.87
40492,Alone,Lilia,4.02
124539,Kids,Dalilah,4.19
35420,Alone,Jessica,3.42
23618,Alone,Christina,3.99
111317,Alone,Nikki,3.92
5310,Alone,Jackie,3.85
5613,Alone,Nikki,4.23
122530,Alone,Nikki,4.07
71288,Alone,John,3.78
120187,Alone,Terry,4.16
35210,Alone,Devin,4.01
91051,Relative,Cortney,4.43
117601,Alone,Michelle & Eddie,4.14
41023,Alone,Michelle & Eddie,3.89
121595,Relative,Steven,4.17
83353,Partner,Benjamin,4.17
3655,Alone,Andrew,3.98
53527,Alone,Charley,3.62
18653,Relative,Ian,4.12
9234,Alone,Carlos,4.3
10463,Alone,Jeniffer,4.01
112725,Alone,Calixto,3.79
36177,Alone,Lance,4.12
81232,Alone,Vincent,3.7
92676,Alone,Jesse,4.22
57556,Alone,Ava,3.67
79832,Alone,Sean,3.82
73914,Relative,Benny,3.71
13501,Alone,Ava,4.22
126117,Alone,Marie,3.87
25765,Alone,Gabrielle,4.22
41760,Relative,Claire,3.81
122691,Partner,Genesis,3.86
63775,Relative,Steven,4.09
26959,Alone,Bianca,4.14
74433,Alone,Danielle,4.04
78166,Alone,Suzie And Ryan,4.1
1969,Alone,Amy,3.93
106581,Alone,Ivy,4.15
10824,Alone,Marissa,3.78
128830,Alone,Katka,4.21
91126,Partner,Leah,4.18
9957,Relative,Scott,3.86
53902,Alone,Malcolm,4.48
24787,Alone,Douglas,4.21
72727,Alone,Brittney,3.89
35993,Alone,Jordan,4.36
9690,Alone,Ian & Wendy,4.31
54952,Relative,Maritza,3.88
129472,Alone,Raymond,3.86
48420,Alone,Eunice,3.83
94701,Relative,Stephanie,4.2
73996,Alone,Laura,4.46
52525,Alone,Emi,4.19
8477,Alone,Eddie & Lois,3.62
24147,Alone,Paula,4.16
121188,Partner,Tony,4.15
64632,Relative,Melinda,4.15
98243,Alone,Sasha,3.92
42925,Alone,Eddie & Lois,3.75
35610,Alone,Britt,3.79
18110,Alone,Ariella,4.26
54079,Alone,Pascale,4.05
63481,Alone,Lilia,3.94
6995,Alone,Whitney,3.84
43075,Alone,Shady,3.86
77806,Alone,Jacob,3.79
4646,Alone,Antonio,4.19
52845,Alone,Andrei,4.21
26466,Alone,Katarina,4.19
118131,Alone,Kraig,3.97
49654,Alone,Daria,4.04
47348,Alone,Jessica,4.18
127827,Relative,Kristina,3.91
128360,Alone,Aicha,4.56
70866,Alone,Nise,4.23
29169,Alone,J,4.21
22424,,Gerard,3.96
102278,Relative,Don,4.06
36237,Alone,Jeremy,4.17
115519,Alone,Brian,4.15
114291,Relative,Kirsten,3.82
125449,Alone,Camilo,3.75
25788,Others,Ben,3.88
5222,Alone,Monica,3.98
20749,Alone,Sarah,4.04
78358,Alone,Michael,3.84
74362,Alone,RÃ©mi,4.17
93010,Relative,Armando,4.04
2194,Alone,Angelo,4.46
56520,Partner,Kim,4.07
5905,Alone,Chayla,4.29
111904,Relative,Samuel,4.26
90357,Alone,Steven,3.83
65685,Alone,Azumi,3.62
20973,Alone,Sarah,3.78
107714,Alone,David,4.24
116310,Alone,Yulia,3.48
19721,Alone,Daniel,4.2
42581,Partner,Tania & Juan,3.97
17480,Alone,Peter,3.85
25303,Alone,Pierre,3.85
88426,Alone,Han,4.07
38118,Alone,Ben,3.51
96826,Alone,Jo & Savannah,4.23
122335,Alone,Monica,3.95
85903,Alone,Graham And Ben,4.13
46053,Kids,Graham And Ben,3.68
108634,Alone,Dmitry,4.37
15568,Alone,Maura,4.05
18346,Alone,Deborah,3.77
88845,Alone,Katie Graham,3.55
20473,Alone,Katie Graham,3.91
54357,Alone,Perry,4.17
92510,Alone,Timbrooke,4.3
61075,Alone,David,4.08
121751,Alone,Sade,3.9
42749,Alone,Zdzislawa,4.11
124221,Alone,Christopher,4.09
122433,Alone,Sara,3.53
76941,Alone,Ariane,3.83
40675,Alone,Sascha,3.71
82507,Relative,Calvin,4.26
45933,Alone,Zarrin,3.83
53635,Alone,Shara,3.58
128267,Alone,Yoni,3.76
90866,Partner,Sy,4.23
111959,Alone,Inese & MichÃ¦l,3.89
117135,Alone,Lisa,3.84
32032,Alone,Max,3.9
78827,Alone,Juel,4.06
4404,Alone,Juel,4.13
89058,Alone,Renee,3.67
16717,Alone,Sophie,3.81
68332,Alone,Andrea,4.1
21316,Alone,Juel,3.92
19915,,Darren,4.08
31539,Alone,Bertus,3.4
32740,Alone,Heather,3.79
36757,Alone,Gala,4.02
22779,Alone,Jose Diego,4.01
11030,Alone,Karen,4.02
110306,Relative,Vanessa,4.22
107112,Alone,Audrey,3.93
81584,Alone,Lisa,4.12
64574,Relative,Mattia,4.18
32568,Alone,Emily,4.15
25488,Alone,Jake,3.88
12641,Alone,Don,4.06
59323,Relative,Chris,3.43
19142,Alone,Tatiana,4.26
64606,Alone,Norberto,4.35
21827,Alone,Clare,4.02
66472,Alone,Manuel,3.75
46496,Alone,Nora,3.94
13162,Partner,Sandra&Orlando,4.12
62047,Alone,Matt,4.35
67949,Alone,Adil,3.9
62539,Relative,Yagil,3.74
78871,Alone,Charles,4.02
32645,Alone,Germaine,4.38
61617,Alone,Carla,4.4
69704,Alone,Erik,3.89
6498,Relative,Charlotte,4.08
84171,Alone,Bridgid,3.6
6931,Alone,Victor,4.02
93433,Alone,Ciprian,4.11
20974,Relative,Jenna,4.11
10764,Alone,Tracy,4
115096,Partner,Andrei,3.89
87732,Relative,Tania,3.77
28620,Alone,Mabel,4.09
114220,Kids,Meli And Daniel,3.79
44598,Alone,Dana,3.78
99381,Alone,Al,4.25
7635,Alone,Kristan,4
21467,Alone,Eric,3.97
29451,Alone,Nikita,3.89
82673,Alone,Mei,3.88
5674,Alone,Per Byholt LeibÃ¸l,4.34
83321,Relative,Tali,4.08
32516,Alone,Natalia,4.25
73098,Alone,Rich,4
16142,Relative,Maud,4.18
20759,Alone,Ben,3.92
37361,Alone,Eric,3.76
103189,Alone,Michael,3.98
49593,Alone,Laura,4.14
20129,Alone,Helena,4.11
61768,Alone,Shaun-Curtis,3.26
84713,Alone,Colin,4.09
37083,,Ciprian,3.69
105524,Alone,Iza,4.01
51731,Alone,Natalia,4.33
32206,Alone,Mary Grace,4.13
90502,Alone,Sarah,3.92
62080,Relative,Dee,3.88
99342,Alone,Amit,3.81
71758,Alone,Sandra,3.71
84993,Alone,Suzanne,3.67
106559,Alone,Brian,4.06
81950,Alone,Sasha,3.62
36698,Alone,Florian,3.93
98220,Alone,Steven,3.98
53111,Alone,Max,4.01
28360,Relative,Anne,4
84401,Alone,Jack - Philippe,4.02
16701,Alone,Maude,3.7
17551,Alone,Clifton,3.57
120395,Alone,Felix,4.03
45315,Alone,Mordechai,4.21
20301,Alone,MÃ³nica,3.64
76794,Alone,Mat,4.13
9806,Alone,Morgan,3.77
82563,Alone,Emmy,3.82
27102,Alone,Rami,4.19
29133,Alone,Genya,3.84
1353,Alone,Lou,3.68
113697,Alone,Shachi,3.9
118591,Alone,Jessica,4.09
71383,Alone,Dennis,4.02
115231,Relative,K.,3.8
56301,Alone,Marlon,3.93
64129,Alone,Donna,3.61
107308,Relative,Yuki,3.79
78982,Alone,Jonathon,4.07
25906,Alone,Steven,3.56
11392,Alone,Erika,3.83
83822,Alone,Saquib,3.57
66220,Alone,Mary,4.14
102765,Alone,Mei Ni,4.12
104768,Alone,Isaac,4.03
80156,Alone,Liliana,3.96
5391,Alone,Caitlin,4.16
62107,Alone,Nikolas,3.84
128479,Relative,Katarina,3.99
74650,Alone,Thai,4.26
110665,Alone,Julia,4.09
45957,Alone,David,3.88
61294,Alone,Andrew,4.19
126130,Alone,Sebastian,3.58
33564,Alone,Douglas,3.47
52330,Alone,Shauna,3.79
20614,Alone,Liliana,3.59
83586,Alone,Claudio,4.31
24942,Alone,Carl,4.06
52356,Alone,Michael,3.89
33807,Alone,Raymond,3.64
70652,Alone,Raymond,3.73
117576,Alone,Eki,4.06
93682,Alone,Ali,4.28
119663,Relative,Amitis,3.81
54377,Partner,Peter,4.13
29147,Alone,Sam,4.11
97339,Alone,Alexandra,4.01
25490,Alone,LeAndra,4.2
76162,Alone,Ella,4.14
89877,Relative,Charles,4.34
4161,Relative,Emily,3.75
21172,Partner,Charles,3.77
113389,Relative,Michael,3.74
31462,Alone,Wendy,3.83
108413,Relative,Richard,4.24
54408,Alone,Amy,4.04
91924,Alone,Prithvi,3.75
77955,Alone,Rafael,3.9
41701,Alone,Freya,3.85
62708,Others,Ithai,4.2
83951,Alone,Mathilde,3.71
20171,Relative,Nicolas,4.07
18528,Alone,Paige,4.15
12417,Alone,Ali,4.25
115740,Alone,Adam,3.37
20931,Alone,Scott,4.33
116217,Alone,Alex And Zeena,4.3
122471,Alone,Alex And Zeena,4.11
23533,Partner,Jon,4.03
13624,Alone,Erin,3.75
106762,Alone,Tak,3.63
50294,Alone,Nash,4.05
124148,Relative,Loreley,3.79
36640,Alone,Roberson,4.53
125053,Alone,Viktoria,3.69
98003,Alone,ElÃ­s,4.01
97494,Alone,Omar,4.11
46828,Alone,Carl,3.86
83436,Alone,Yifei,3.72
126342,Partner,Ira,3.7
52210,Alone,Yobiel,3.82
82259,Alone,Aaron,4.14
13678,Alone,Jazz,3.67
111282,Alone,Laurie,3.79
10172,Others,Verun,3.91
27200,Alone,Eddie,4.36
19732,Partner,Chris,4.26
111081,Alone,Austin,4.57
45055,Alone,Andrew,3.98
8169,Alone,Guelma,3.99
18368,Alone,Eva,3.91
88085,Alone,Nathan,4.57
70168,Alone,Katia,4.02
114135,Alone,Jeffrey,4.15
72347,Alone,Marco,3.64
73152,Alone,Ania,4.2
95981,Alone,Ana Cristina,4.23
101444,Alone,Ken,3.67
24197,Alone,Ken,3.67
81308,Alone,Emi,3.98
46311,Alone,Lia,3.83
13342,Relative,Rich,3.97
67947,Alone,Andrea,3.93
28335,Alone,Jenny,4.14
83981,Alone,Darryl Diego,3.68
14249,Alone,Kenza,4.08
123014,Alone,Brendan,4.15
77632,Relative,Carly,4.31
65314,Alone,Lana,4.53
61627,Alone,Melissa,3.61
82709,Alone,Brooklyn,3.56
71126,Alone,Crystal,3.98
115843,Alone,Kaj,4.13
59537,Alone,Neil,4.15
95856,,Monica,4.02
52417,Alone,Maria,4.07
39833,Relative,Laura,3.88
85954,Alone,Pablo,4.27
3632,Alone,Oscar,3.53
102532,Kids,Carly,3.98
18987,Alone,Salvatore,3.99
10965,Relative,Jose Vicente,3.73
69580,Alone,Mo,4.23
78039,Alone,Melkorka,4.31
10083,Relative,Carlos,4.13
71804,Alone,Virginia,3.65
91155,Alone,Jenny,3.94
29655,Alone,Tj,3.96
98801,Alone,Jim,4.13
34372,Alone,Wesly/Jessica,3.97
95835,Alone,Tye,4.02
103662,Alone,Samuel,4.19
16509,Alone,Willy,3.85
27645,Alone,Conor,4.28
14153,Alone,Daria,3.71
105018,Alone,Atif,3.91
36463,Alone,Rito,3.81
110205,Alone,Daria,3.73
102165,Relative,James,3.92
37739,Alone,Freddi,3.49
17168,Alone,Sarah,4.01
21054,Alone,Etwin,3.51
65008,Relative,Stephanie,3.85
61841,Alone,Chioma,3.74
97973,Alone,Lindsay,3.73
427,Alone,Elva,3.63
60552,Alone,Sol,3.99
12984,Alone,Alexander,3.81
123360,Alone,Kristin,3.94
62924,Alone,Kharay,3.86
96234,Alone,Mathew,3.76
74442,Alone,Cynthia,3.81
100070,Alone,Dr. Amy,3.74
106708,Alone,Carlos,3.92
117724,Alone,ClÃ©ment,3.89
53263,Alone,Gino,3.63
94016,Alone,Greicy,4.11
128795,Alone,Franklyn,3.87
95645,Alone,Isadora,4.19
96999,Alone,Nette,4.12
129191,Alone,Ileana,4.28
2382,Alone,Brian,3.95
113358,Alone,Christopher,4.27
67311,Relative,Jess & Hagan,4.25
102679,Alone,Chayla,3.92
35813,Alone,Jacqueline,3.94
31931,Alone,Clara,3.95
100523,Alone,David,3.83
43266,Alone,Anna,4.05
10445,Alone,Kalim,4.06
96536,Alone,Ali,3.61
117406,Alone,Alex And Zeena,3.6
121871,Alone,Maria,3.29
3962,Alone,Mark,4.01
42280,Alone,Michael,3.11
93846,Alone,Julie,4.11
46586,Others,Paul,4.11
62064,Relative,Jonathan,3.91
27209,Kids,Nuries,3.75
79475,Alone,Brais,3.55
110632,Alone,Helena & Greg,3.99
84302,Alone,Svetlana,4.27
43480,Alone,Kyunghee,4.09
