Repayment_id,repayment_amount,Default_Value
113381,47539,0
59505,53040,0
45101,54585,0
62991,44702,0
97313,58495,0
61197,57977,0
76843,37946,0
75881,58353,0
29130,53126,0
85926,45628,0
3455,62613,0
50011,50478,0
19431,53703,0
41813,79586,0
108042,57159,0
127483,47749,0
129537,39794,0
114147,51703,0
71536,44749,0
56566,57159,0
51812,58847,0
118058,61613,0
67078,58213,0
100833,57913,0
128768,49703,0
97090,55263,0
104512,57913,0
57983,63347,0
8671,48749,0
99805,67569,0
49824,59613,0
128387,28313,0
128732,59913,0
77305,52478,0
119141,57159,0
37799,28613,0
60509,40794,0
36300,56659,0
19305,53478,0
101824,53703,0
21641,58159,0
90979,58159,0
39385,28881,0
93032,60918,0
98843,57913,0
114342,56659,0
30550,60347,0
86301,56963,0
74465,53703,0
48118,52703,0
18999,58159,0
5387,54659,0
95792,56259,0
92705,57659,0
102243,52203,0
46959,54659,0
87011,55159,0
29835,44803,0
127338,58159,0
36198,64282,0
23425,58913,0
120647,58159,0
85337,57913,0
62184,53203,0
6899,59347,0
97865,51703,0
41622,56159,0
54629,57159,0
104489,56413,0
4116,55413,0
114643,47749,0
1574,59013,0
126793,54659,0
14567,58659,0
15958,56413,0
118888,58159,0
109540,41210,0
58216,58259,0
78313,58659,0
63096,54713,0
63375,59447,0
117378,66869,0
39244,53303,0
112576,59347,0
40404,68469,0
108628,47349,0
31306,57759,0
2312,58059,0
77018,48349,0
32303,61510,0
18075,55613,0
75353,57759,0
128716,39894,0
98358,55259,0
7501,52078,0
51089,68469,0
71262,45349,0
54074,57959,0
55692,60647,0
91535,57759,0
83409,55959,0
52587,54659,0
96611,63178,0
83187,40694,0
24758,59013,0
28543,47349,0
89988,57759,0
76563,30484,0
332,48849,0
103112,58259,0
64754,63213,0
101332,51378,0
5821,56259,0
125458,55259,0
100230,57759,0
86053,47845,0
13484,55759,0
111637,54759,0
126786,44394,0
117094,54303,0
34836,59713,0
106224,59679,0
50818,50803,0
76152,45049,0
49037,57959,0
90376,54713,0
1944,55759,0
14379,58959,0
22583,51803,0
96727,57513,0
63024,59913,0
49811,61447,0
90605,69817,0
79803,79686,0
55488,62747,0
63149,30984,0
46213,43394,0
42323,59259,0
7525,51103,0
6680,49303,0
85496,60447,0
29850,31361,0
104342,59179,0
506,61213,0
80184,42622,0
18790,48745,0
54048,55513,0
28670,43094,0
6306,49303,0
38659,55259,0
67168,31361,0
33204,47349,0
15826,53803,0
42165,64669,0
58780,54759,0
63992,55213,0
50588,55513,0
34472,55759,0
16945,39439,0
71797,44394,0
44796,74079,0
119001,81686,0
38777,58847,0
40799,55259,0
95857,54003,0
126759,51303,0
89934,62713,0
61570,54659,0
62383,41094,0
111360,51078,0
122748,59413,0
20968,56713,0
117427,51503,0
98058,54959,0
90516,58513,0
121966,59379,0
122413,47049,0
43609,57259,0
73489,55013,0
75611,59613,0
88742,56259,0
122024,56259,0
29051,51578,0
60,51303,0
119065,48349,0
50391,57959,0
7517,65969,0
72395,61213,0
73552,35139,0
23472,52303,0
122070,63713,0
92825,48349,0
72030,48349,0
75606,53078,0
96377,59313,0
89680,56013,0
52466,60947,0
98011,55513,0
23526,55959,0
83926,52803,0
25295,50078,0
15319,56259,0
36361,53303,0
76386,51303,0
1007,46349,0
43937,53803,0
68187,51803,0
102197,59613,0
21000,65869,0
110109,40894,0
13740,65581,0
51002,143335,0
66399,50303,0
17396,39194,0
89966,64582,0
26504,54759,0
124402,48849,0
59546,60647,0
117530,48749,0
101971,50703,0
45754,43822,0
90082,55159,0
42660,39822,0
64283,53703,0
120022,56559,0
74206,73523,0
16770,30861,0
34963,43594,0
64143,57159,0
83445,34841,0
51408,54913,0
18683,51934,0
67066,45803,0
59160,50703,0
117223,51703,0
116718,45749,0
35788,72023,0
126166,47549,0
95127,52203,0
98263,48749,0
101703,53703,0
9065,50703,0
26131,57659,0
53106,54659,0
55676,57221,0
116935,50703,0
3777,53703,0
1233,54159,0
58467,55659,0
19312,30884,0
123955,35839,0
97012,64569,0
125482,55659,0
10699,53703,0
51043,48749,0
96541,64282,0
27876,50903,0
24073,54159,0
8731,53703,0
50781,40794,0
118027,50203,0
66315,50703,0
79223,53713,0
64992,54913,0
121622,53913,0
129683,55159,0
66676,40794,0
80031,48249,0
9226,56359,0
103938,56413,0
58049,58313,0
50702,53703,0
58146,53703,0
40539,49703,0
88710,44749,0
60442,31884,0
99535,56159,0
42427,42494,0
46643,56659,0
36252,51703,0
47003,53703,0
81246,55659,0
53012,55659,0
72193,56413,0
84453,64569,0
113506,56659,0
119541,96890,0
57745,53913,0
62229,96890,0
54179,53703,0
42460,51703,0
125805,54159,0
48536,58313,0
49765,41794,0
86993,56659,0
25353,54413,0
84943,53203,0
69983,53703,0
71348,58413,0
95237,40022,0
79082,66282,0
24203,57659,0
76469,32561,0
85721,32884,0
18635,53913,0
67358,60113,0
44089,48749,0
78179,50703,0
31386,54159,0
65479,68569,0
70018,71117,0
99789,61613,0
55351,62613,0
11111,55159,0
30942,52703,0
56928,91955,0
83658,80086,0
2120,46003,0
112673,57659,0
78974,56659,0
122428,53913,0
113939,39794,0
125572,52978,0
66877,56659,0
29690,51203,0
73013,52703,0
92746,56659,0
67558,66569,0
53834,70717,0
47921,56659,0
45311,56659,0
55698,42022,0
128970,40022,0
48020,57159,0
1751,55659,0
89904,49703,0
98187,74479,0
41356,53913,0
5189,49703,0
106527,56659,0
100902,70217,0
76383,97790,0
115642,54159,0
116865,56413,0
13655,58213,0
85182,51203,0
34417,54159,0
122524,56659,0
20249,56659,0
47957,51203,0
10125,52203,0
51924,53703,0
64519,52203,0
117873,78151,0
60932,54159,0
115479,53703,0
108443,63513,0
111958,54159,0
35997,53203,0
13310,53813,0
47120,65282,0
4417,48978,0
126409,55413,0
44182,97790,0
25161,65569,0
102389,53203,0
80461,54159,0
10917,53703,0
115604,43794,0
63101,53982,0
127808,53703,0
35671,46249,0
103257,50703,0
62002,65282,0
3930,55159,0
111371,44022,0
119672,51982,0
46465,62413,0
30092,47149,0
5909,55659,0
100337,50203,0
85679,53403,0
30840,43044,0
24595,58459,0
11006,52403,0
69180,49703,0
18448,59847,0
43850,52078,0
30445,48249,0
88666,58159,0
53105,60347,0
119462,40022,0
63224,49782,0
83792,58113,0
2591,52903,0
4302,47803,0
36175,49603,0
57886,50703,0
60898,56713,0
40362,49703,0
34339,40994,0
4670,59113,0
5985,52203,0
95535,59747,0
50193,72217,0
98957,60313,0
47277,47803,0
47401,55259,0
37880,54313,0
27495,47049,0
93028,47749,0
98455,59647,0
67744,49903,0
127867,53373,0
84182,63513,0
17591,52478,0
110368,60347,0
82474,50403,0
38178,81286,0
109579,43794,0
117630,60347,0
102363,39794,0
32479,31861,0
46719,51263,0
102428,58659,0
48139,33884,0
87008,60247,0
116693,58313,0
48112,55859,0
127061,38039,0
69791,33084,0
128646,44249,0
62000,49903,0
88694,43094,0
32947,47749,0
80092,43949,0
1330,59847,0
92194,48203,0
40162,43949,0
114416,48599,0
114341,54859,0
80523,55359,0
27391,57159,0
21588,51703,0
88362,57959,0
111777,57663,0
37262,59913,0
93189,52703,0
114026,48903,0
17798,59913,0
39724,56113,0
14056,51003,0
47058,51503,0
18470,56159,0
128813,47349,0
60821,47749,0
17098,55859,0
110176,51582,0
116230,58159,0
106369,47749,0
104775,53303,0
35119,59347,0
74176,52478,0
43118,55559,0
80770,49903,0
42737,61113,0
71578,53278,0
37854,38149,0
123352,54139,0
125617,53687,0
27192,57023,0
26776,36179,0
61014,56613,0
71864,49953,0
3768,53553,0
127337,54573,0
121416,49853,0
129464,34829,0
89874,27449,0
47443,53778,0
119506,48315,0
62272,50003,0
82096,48799,0
89579,58299,0
64410,46879,0
15062,56509,0
4090,56259,0
1218,56013,0
125521,56039,0
61951,46519,0
128541,57013,0
28455,50355,0
63962,53306,0
28974,28029,0
129137,43944,0
79974,55330,0
58053,58215,0
31864,59047,0
69947,49842,0
12461,54713,0
99505,52757,0
109900,59747,0
109857,51678,0
74048,51003,0
81844,57813,0
57593,45279,0
109482,51353,0
23181,56381,0
60529,44929,0
126896,27029,0
81501,51078,0
128410,55613,0
27583,50747,0
56222,55013,0
65640,52653,0
87652,38539,0
56691,52357,0
26282,49503,0
37733,56523,0
48991,48245,0
4211,58759,0
81670,53603,0
6945,56769,0
13224,60735,0
126692,43969,0
42332,58314,0
97505,58015,0
42406,59442,0
60507,55475,0
551,50843,0
81895,58413,0
61735,58759,0
103251,58015,0
17544,54779,0
37359,57518,0
126935,67624,0
83171,58261,0
20362,61698,0
47309,57717,0
16583,54779,0
108201,61432,0
107860,60703,0
124927,45416,0
14048,50843,0
29945,49848,0
124839,55528,0
14624,65634,0
113843,58759,0
59273,56523,0
72587,58015,0
33279,61432,0
24502,51838,0
103899,49848,0
103318,60138,0
125571,58314,0
79838,59939,0
34193,58214,0
58596,58015,0
31680,57518,0
38542,60238,0
114567,45416,0
125015,54779,0
87082,58944,0
85901,31984,0
101784,54259,0
124038,61213,0
36759,24574,0
128817,51553,0
41757,39439,0
10878,76379,0
124418,46599,0
56158,29029,0
54704,36639,0
38748,47599,0
106297,39439,0
17754,28529,0
69542,56759,0
97720,45599,0
103830,52803,0
48432,54078,0
90399,46349,0
20513,54659,0
51611,67682,0
37629,52303,0
8611,62347,0
105301,44395,0
6108,54263,0
11861,68782,0
127439,59159,0
129080,55315,0
5266,57759,0
95821,41644,0
112282,53731,0
94792,63213,0
34072,68107,0
88545,43394,0
54333,65069,0
2832,63213,0
48141,59197,0
64537,53508,0
800,67782,0
87165,57759,0
13151,47849,0
90152,62213,0
74770,61697,0
115990,38689,0
36632,18619,0
24430,68169,0
125178,55909,0
113599,61097,0
53005,40694,0
111076,57259,0
110326,63782,0
69902,43194,0
21327,51578,0
103951,46395,0
47013,82186,0
19421,32684,0
94282,17719,0
57956,60613,0
70491,48949,0
7824,45500,0
3834,55359,0
92908,35039,0
5972,39444,0
120815,41244,0
34950,90093,0
128949,43550,0
81600,61697,0
33610,59750,0
104336,44705,0
11683,47199,0
71300,40544,0
80966,59797,0
71333,51403,0
109088,57443,0
87159,48445,0
102074,63563,0
2130,50518,0
41446,33284,0
15494,26243,0
55306,38300,0
7213,58493,0
8312,56579,0
16877,38139,0
128302,39074,0
52451,49518,0
27407,59473,0
9471,30344,0
64389,40850,0
72012,42994,0
32972,34219,0
9020,50518,0
118144,41034,0
56717,65233,0
2227,63300,0
17192,51854,0
37743,64500,0
35549,61250,0
26007,51654,0
123567,48500,0
17495,43300,0
9215,31500,0
4921,56600,0
100253,63733,0
30804,54300,0
105911,72000,0
111301,57809,0
69397,58600,0
3357,40400,0
78126,74450,0
104541,58609,0
56939,56500,0
97293,63140,0
2248,61500,0
81741,61298,0
66124,51750,0
23514,37789,0
39841,79790,0
37986,41560,0
73129,46500,0
4075,73102,0
2023,74102,0
55270,40300,0
94109,76300,0
97015,79036,0
119716,66300,0
72371,73432,0
96524,58340,0
69991,71167,0
35661,74902,0
24377,54463,0
29784,74428,0
83054,95802,0
80235,50750,0
85285,74428,0
37901,66419,0
129377,54263,0
38618,59563,0
129576,59463,0
107618,34689,0
47192,51653,0
21076,56763,0
614,39694,0
114016,52428,0
98349,16880,0
75467,51628,0
108160,46099,0
114572,65022,0
95255,48899,0
8084,58009,0
6458,55600,0
29698,33844,0
99932,47482,0
96313,83036,0
89668,56263,0
43828,55213,0
61653,56609,0
92407,58500,0
21562,53553,0
11955,60463,0
9661,34789,0
59837,46699,0
20192,51000,0
25961,58263,0
67862,53653,0
6540,47099,0
13291,49653,0
29748,19924,0
111040,62500,0
91010,27079,0
7721,119922,0
104761,55357,0
49562,65369,0
70920,56809,0
44363,53328,0
105311,62463,0
82601,36789,0
22152,57263,0
32695,62720,0
62899,51603,0
42245,60497,0
121805,51603,0
77289,62297,0
25160,66192,0
33175,54360,0
41532,56263,0
42430,74329,0
352,56809,0
34667,56263,0
126005,63197,0
47394,64232,0
6066,37875,0
9429,60778,0
85408,58300,0
123928,36666,0
126468,49991,0
57494,61919,0
12454,68419,0
128582,36789,0
116887,59463,0
11411,59072,0
58267,53428,0
118849,41460,0
91572,61167,0
115571,23050,0
56013,38950,0
43452,62197,0
125564,59765,0
41483,43760,0
118092,33784,0
25206,53393,0
121130,45599,0
17914,64369,0
76205,60187,0
57988,49653,0
105360,50553,0
34701,56300,0
44484,52553,0
59808,46649,0
107143,53303,0
14835,72473,0
60984,66432,0
71403,64032,0
30774,74429,0
49787,58010,0
55095,38410,0
84179,38410,0
63633,28500,0
84386,48310,0
113295,50290,0
64402,50290,0
4941,53060,0
36202,51080,0
98984,57730,0
43672,38410,0
66329,51280,0
73881,49000,0
46985,44360,0
72045,54250,0
63157,65870,0
15766,54250,0
123654,43360,0
66554,40590,0
50672,35675,0
49933,54250,0
112891,26520,0
105161,48310,0
24870,51070,0
84294,60200,0
22396,28517,0
44109,53260,0
20626,31484,0
87903,56500,0
36485,48310,0
68421,55240,0
88161,61920,0
7365,52472,0
72064,45150,0
784,65150,0
37322,57220,0
63814,33700,0
111607,53040,0
105549,52720,0
63063,59710,0
30839,53040,0
92484,41380,0
45018,51530,0
73231,60990,0
102279,65170,0
63817,42450,0
14989,55440,0
8206,59427,0
48339,58350,0
23984,53590,0
79411,41800,0
51283,78900,0
107587,39500,0
60848,57320,0
34046,66170,0
62350,41038,0
113811,60567,0
54654,54000,0
51202,55150,0
102764,62870,0
58,65770,0
84727,65180,0
30317,73800,0
33706,59030,0
54865,45660,0
6191,64750,0
99701,50630,0
9112,44370,0
66360,60497,0
5042,104701,0
120436,51010,0
82426,60980,0
41339,52220,0
84129,66990,0
116245,53570,0
90169,64300,0
60751,62857,0
83934,51510,0
16542,47240,0
37022,55700,0
89270,50200,0
76816,41060,0
37269,36838,0
115226,54210,0
30289,27570,0
53518,57040,0
113572,50664,0
108938,61450,0
13008,52700,0
105791,63950,0
58509,58070,0
126972,52303,0
112916,53303,0
50858,63213,0
16235,54513,0
6789,54078,0
82056,60613,0
19432,60947,0
37451,67382,0
104839,49349,0
11605,63213,0
92523,39439,0
59779,64169,0
15539,55259,0
18071,59813,0
127037,52078,0
31116,50078,0
109781,43210,0
62588,59947,0
63623,77751,0
74533,55759,0
23564,56922,0
67595,58668,0
81924,42894,0
6132,54078,0
10442,46695,0
93680,82723,0
72023,54259,0
57470,51078,0
35149,51303,0
125823,58668,0
116925,58013,0
103326,63213,0
104969,32384,0
54556,74251,0
114469,58513,0
61306,57759,0
18117,49103,0
65932,56259,0
57316,59259,0
55434,34341,0
105469,52503,0
15297,52078,0
127101,58668,0
112872,48145,0
97574,48349,0
100010,30484,0
115618,48685,0
25728,52303,0
111717,44909,0
13734,46349,0
2415,54619,0
89624,48145,0
36007,43210,0
67683,53303,0
10437,41394,0
110284,56333,0
122491,46145,0
103301,53303,0
36157,38275,0
3,50078,0
3854,57313,0
106560,33284,0
113683,46665,0
48500,38439,0
119193,30484,0
48424,57259,0
6253,48349,0
100655,49763,0
58151,49553,0
95245,51653,0
111155,52703,0
49354,60453,0
79934,50518,0
32884,41960,0
86004,52478,0
123646,32304,0
4521,49538,0
114074,52478,0
67680,37189,0
6793,49763,0
78719,53393,0
55200,50743,0
2614,43929,0
128532,41034,0
98514,46869,0
6570,25489,0
31220,47645,0
126643,47849,0
28469,17850,0
74061,48783,0
42363,67269,0
127368,36189,0
17040,66982,0
43143,51723,0
93693,37153,0
83260,41034,0
68099,49538,0
126894,42994,0
107834,50351,0
122811,76979,0
22691,62147,0
116747,57069,0
49469,49763,0
17652,53639,0
88132,52703,0
118928,45889,0
44567,50518,0
79067,44215,0
86156,37159,0
80090,35189,0
120055,46099,0
106878,24509,0
58199,32304,0
47928,59473,0
51411,30344,0
121583,55763,0
25499,66002,0
85581,53639,0
96154,52703,0
8847,34189,0
43592,62400,0
53369,45889,0
32355,45675,0
17791,48783,0
31829,34219,0
47963,45889,0
96432,47645,0
90480,31234,0
69036,59473,0
93469,32234,0
75672,55013,0
21967,51303,0
21251,38475,0
15884,59447,0
4777,71123,0
36480,57013,0
111751,74951,0
105188,65182,0
37001,73017,0
64757,59947,0
104446,39894,0
69064,69817,0
92346,51303,0
60894,80686,0
55629,51278,0
40189,56513,0
66774,73323,0
66113,70817,0
34747,44349,0
49446,53303,0
67246,54013,0
50462,51578,0
127443,71817,0
52431,97890,0
49035,41410,0
9711,59947,0
105925,48345,0
77534,50078,0
36144,62013,0
44064,65882,0
121579,61947,0
97606,72717,0
89405,53303,0
43263,55259,0
115262,43094,0
75939,56259,0
88737,60647,0
84618,45645,0
114538,56813,0
87922,51303,0
55540,63669,0
28739,63382,0
122645,95990,0
118763,58759,0
55526,42594,0
91988,63213,0
48751,48549,0
11434,70017,0
87324,50803,0
117663,60913,0
71078,67669,0
89444,66882,0
4007,82586,0
100019,97399,0
116893,68317,0
79317,61147,0
3531,51503,0
127079,55509,0
109919,18619,0
68673,61213,0
91107,66169,0
86779,58947,0
82131,55513,0
66514,75251,0
67587,59947,0
8957,55913,0
70315,68317,0
100662,45349,0
65062,66918,0
124102,68417,0
103540,82086,0
16373,65169,0
26638,62447,0
107462,97390,0
40873,67882,0
107452,57013,0
29198,31484,0
14426,79186,0
4576,66955,0
74459,62947,0
121265,56259,0
82475,48145,0
14113,56013,0
2270,54013,0
121311,68447,0
119315,52078,0
75988,67169,0
113484,81686,0
52775,56013,0
69800,58947,0
18474,66182,0
121525,62447,0
19589,68417,0
65392,55513,0
79635,41394,0
41273,45349,0
33311,59447,0
64460,65382,0
78233,55513,0
112932,58947,0
107635,55259,0
102572,59947,0
8351,58413,0
51027,58947,0
34378,54513,0
107032,56259,0
120117,63882,0
31823,76351,0
106991,49203,0
89165,59263,0
88454,56509,0
106700,53328,0
126430,70317,0
54711,36689,0
127722,55013,0
128316,83183,0
115416,65732,0
119476,52578,0
24224,60213,0
100556,60213,0
25812,59013,0
54687,59013,0
70697,56259,0
111888,58013,0
53718,62713,0
104491,60447,0
118140,57759,0
42026,58259,0
45199,58013,0
39249,65169,0
113591,59259,0
122348,58259,0
16345,59013,0
114555,58259,0
59921,70817,0
35267,59947,0
30986,56259,0
49976,60213,0
27175,59259,0
122845,62213,0
119593,58013,0
13058,38341,0
16234,65169,0
119575,58013,0
14522,58013,0
129516,68382,0
45376,57513,0
3866,70123,0
7844,48103,0
98288,59259,0
20407,58013,0
9933,60213,0
90084,58259,0
87867,57759,0
1447,58259,0
95699,60213,0
31231,59259,0
57421,57013,0
491,57259,0
105551,58013,0
84092,60213,0
41496,59259,0
61119,55259,0
90825,60213,0
71645,70123,0
74800,57259,0
89987,55259,0
63337,57759,0
29652,59947,0
36651,58259,0
3644,56013,0
129780,63213,0
46266,54259,0
56105,56259,0
104517,61213,0
94755,58259,0
25166,57013,0
60115,56013,0
80845,41394,0
102024,58259,0
42811,58259,0
61467,57513,0
57654,58259,0
50917,56763,0
80991,62213,0
36182,59013,0
108746,59259,0
10329,59013,0
106613,54013,0
68446,54013,0
34123,51303,0
127021,52303,0
68679,56013,0
23071,49303,0
83963,51303,0
64909,50303,0
45298,29484,0
114492,49078,0
104225,47145,0
49852,47349,0
2957,53078,0
17424,51303,0
128451,39394,0
115994,51303,0
116284,58947,0
35713,48849,0
4373,60713,0
84692,67669,0
8897,59213,0
82957,60947,0
117416,59213,0
98774,53803,0
38404,29029,0
98205,58513,0
3560,58259,0
89788,51803,0
55036,59213,0
104658,67669,0
73992,51803,0
32809,63235,0
50986,59213,0
45464,42894,0
1914,58513,0
54562,58947,0
58767,50078,0
125024,42394,0
61782,49578,0
10550,51578,0
117748,50578,0
73239,51578,0
11768,54013,0
21805,38939,0
26312,27529,0
46351,33684,0
4423,53578,0
24662,49578,0
102401,46993,0
105777,50003,0
90695,51578,0
55865,55259,0
103018,47049,0
27688,43894,0
19778,51578,0
90819,57268,0
104330,44210,0
110136,53078,0
960,55259,0
47531,58513,0
102284,53578,0
12485,53078,0
25438,54513,0
86056,42394,0
82111,54078,0
97770,50478,0
48739,48549,0
15521,42210,0
82153,50778,0
84098,42210,0
35062,49049,0
111615,51578,0
55662,51078,0
111470,54513,0
53108,44394,0
64374,42894,0
42101,50078,0
118874,51803,0
57990,50303,0
46836,45349,0
51364,42959,0
15263,54078,0
53575,55013,0
7572,50078,0
72521,50978,0
51647,49349,0
54733,55013,0
82880,48349,0
42473,50003,0
77570,53578,0
26679,45849,0
62048,28094,0
38325,50778,0
114979,54513,0
114423,45049,0
41837,57763,0
126785,55013,0
119816,50003,0
91766,56513,0
41055,54303,0
14469,55959,0
97565,55013,0
10392,51578,0
16854,55013,0
23334,53303,0
108775,32984,0
2455,57013,0
125393,35939,0
47524,55759,0
6561,38939,0
109847,48149,0
94398,46145,0
47578,44210,0
13763,55259,0
44732,49578,0
62762,54013,0
96090,44210,0
64883,55759,0
15680,44149,0
311,50078,0
103601,44849,0
77038,46145,0
99755,56013,0
100642,49578,0
66494,51578,0
4462,52578,0
68860,48549,0
26053,51303,0
69971,48845,0
43,70823,0
129437,71517,0
66885,51278,0
67707,54213,0
48412,74979,0
74040,46445,0
122048,53903,0
14168,52403,0
21523,55713,0
19879,42094,0
112115,52503,0
90212,31684,0
7604,52403,0
20064,48045,0
40329,56259,0
98222,31684,0
126110,62413,0
24809,51503,0
53591,55959,0
3614,38639,0
30916,62147,0
10838,54313,0
9124,52403,0
645,69823,0
70334,36139,0
120732,69117,0
86918,24141,0
30123,56159,0
110212,56113,0
64568,56537,0
1234,57853,0
69722,53278,0
37596,59639,0
1114,59527,0
61856,64412,0
47946,53303,0
74476,46599,0
17236,73379,0
121363,59747,0
63922,56113,0
89599,38482,0
36584,57897,0
66876,57707,0
55416,52949,0
71606,56113,0
87640,59793,0
60875,58347,0
119894,58856,0
97546,57853,0
82894,56613,0
24272,56159,0
89340,59793,0
3780,47349,0
104586,59713,0
65114,53063,0
18900,58847,0
43389,53723,0
81167,65282,0
9899,58693,0
17013,54359,0
88533,70579,0
56454,58759,0
7586,37094,0
114686,57083,0
14816,60147,0
61693,57513,0
62809,36581,0
45626,60213,0
31098,52559,0
4591,57553,0
33081,49303,0
64494,78683,0
116782,56013,0
106488,63382,0
29527,46599,0
31712,73122,0
77304,50303,0
49097,37433,0
122294,40893,0
64958,48628,0
26006,37938,0
108126,46848,0
80141,50303,0
110749,43143,0
10939,51303,0
80400,21573,0
24241,65167,0
116259,55258,0
96277,43998,0
81559,56258,0
17988,43709,0
3741,46843,0
39653,75077,0
60587,42593,0
38818,53103,0
62235,90366,0
37767,43893,0
27158,52553,0
1588,38439,0
82391,52302,0
20982,48749,0
92933,48749,0
3347,94505,0
91031,47749,0
76800,49703,0
49946,21984,0
21850,55509,0
88968,54259,0
65679,52303,0
27694,31484,0
92480,42794,0
29326,58413,0
92717,54013,0
114337,41394,0
34609,42394,0
62422,54259,0
14654,59613,0
116682,48749,0
76271,41794,0
25857,47599,0
24601,69817,0
60547,58259,0
67810,49703,0
90198,54259,0
81516,38839,0
226,57659,0
91987,74001,0
88881,50703,0
46980,63213,0
113763,54259,0
12973,38689,0
78314,66192,0
55919,69817,0
110556,68817,0
121442,55259,0
124922,55259,0
126893,57013,0
28256,46599,0
77879,52078,0
27370,48395,0
60103,50553,0
81835,35439,0
4359,53078,0
45860,58259,0
43664,39394,0
12578,58263,0
68849,48749,0
109940,65169,0
39481,32734,0
78954,35839,0
60844,60213,0
121661,52703,0
6197,52553,0
65678,59713,0
106469,27929,0
11909,56413,0
115502,54263,0
91189,49078,0
44873,59213,0
84162,114927,0
6076,51303,0
95999,49303,0
111228,44749,0
34412,56259,0
53887,48349,0
97813,60463,0
109472,49053,0
33996,53303,0
10410,59213,0
101369,40394,0
73483,60197,0
65641,42344,0
64086,57013,0
49502,54013,0
29219,48349,0
4734,67619,0
66408,61947,0
100836,53078,0
128298,43394,0
57574,56259,0
51886,60463,0
19482,45349,0
40154,49303,0
6909,36689,0
38122,28529,0
13388,57259,0
95545,43394,0
59101,58947,0
22597,54013,0
120649,50303,0
52709,48349,0
119814,56259,0
70681,42394,0
67032,52078,0
72335,60197,0
64593,46599,0
13116,29484,0
62039,48513,0
14497,46749,0
2584,20709,0
50466,38439,0
28052,22274,0
68541,58413,0
84670,41362,0
2358,50588,0
10385,43394,0
69646,67882,0
84575,54813,0
22751,49469,0
96921,23574,0
114078,78893,0
85884,61047,0
52143,48349,0
22630,43394,0
20654,49067,0
94003,76651,0
126522,55353,0
46779,58259,0
127408,48703,0
110300,97740,0
70466,76651,0
71085,44749,0
97272,74751,0
116406,26529,0
14263,30184,0
95537,17619,0
64234,53078,0
78042,47749,0
97811,69817,0
115915,67897,0
24572,48349,0
102091,33484,0
126518,42439,0
43076,43894,0
95631,96440,0
108692,57213,0
114060,43394,0
14443,46699,0
59208,48073,0
125916,26074,0
75692,72751,0
121037,48349,0
66231,33484,0
38888,79133,0
21848,54259,0
116209,52053,0
97161,44599,0
66693,56259,0
11990,41394,0
73547,31484,0
45959,51303,0
121167,51303,0
15712,39439,0
116446,59259,0
63957,52803,0
54870,56259,0
39862,48599,0
75585,59099,0
111034,46349,0
17009,52078,0
13451,53553,0
40701,46849,0
81691,42002,0
118308,34689,0
19334,51828,0
93781,57009,0
118376,54509,0
103846,105208,0
69493,47145,0
115164,56763,0
97489,54263,0
113278,47395,0
80266,53553,0
126513,46599,0
105952,43644,0
36028,52703,0
2597,53553,0
80710,42322,0
13826,45599,0
34584,42994,0
80411,49553,0
33530,47599,0
64743,49328,0
96213,58263,0
7579,56509,0
63285,62463,0
85597,81486,0
102613,36439,0
82354,55509,0
21465,49553,0
122075,32794,0
114263,42394,0
65558,53553,0
27678,43644,0
35156,40644,0
49230,61463,0
87923,57263,0
40015,50553,0
119182,57263,0
12115,53553,0
60376,46395,0
86879,55763,0
63501,51008,0
81766,56763,0
99361,42644,0
13723,66002,0
43793,62197,0
60389,58509,0
117737,48599,0
82160,55263,0
124064,61197,0
69269,52328,0
71160,48599,0
2121,46869,0
57150,50553,0
101562,51553,0
46473,44599,0
58039,53328,0
7362,49553,0
96019,53328,0
71667,50328,0
70853,66002,0
25096,53328,0
406,49349,0
111009,58259,0
46908,76501,0
99201,111746,0
79875,48349,0
23376,54053,0
104828,41210,0
55228,64213,0
35816,52853,0
123879,56013,0
12400,52078,0
42161,51303,0
123857,82686,0
128447,55259,0
115382,51303,0
108590,51328,0
53882,64882,0
75868,64382,0
119608,41644,0
24510,55013,0
62538,56759,0
106003,54053,0
29887,62947,0
82085,55833,0
82419,49349,0
77882,55259,0
7921,41422,0
93924,78251,0
90226,65882,0
88127,67282,0
70770,56013,0
39088,57613,0
22922,52303,0
61189,62647,0
48546,51103,0
120544,54213,0
72520,55713,0
5371,45749,0
74402,49278,0
41063,64969,0
6857,63347,0
87411,55713,0
57237,50703,0
75959,55659,0
46840,50603,0
11205,61947,0
77800,69017,0
973,58547,0
24904,42994,0
4968,47949,0
95556,58547,0
89481,62613,0
75078,50603,0
52069,56213,0
106068,52303,0
67817,52303,0
51168,56459,0
83195,51203,0
81522,58547,0
16488,55959,0
67250,49303,0
42688,52903,0
74477,35839,0
26754,55959,0
36308,40810,0
87829,47949,0
98143,58813,0
84658,46845,0
84602,54459,0
125670,48645,0
93992,56713,0
14170,40394,0
83155,58313,0
94947,52378,0
118245,60847,0
56145,50603,0
76381,55313,0
122485,50603,0
110706,51103,0
47117,57913,0
124419,58813,0
11401,56213,0
61611,50603,0
48457,25929,0
2424,61947,0
57234,62847,0
126045,58813,0
79526,39894,0
9886,55559,0
72731,58547,0
91306,60647,0
44075,50478,0
103894,58747,0
95217,54259,0
32341,50603,0
82743,50603,0
62837,76579,0
107037,38039,0
87735,54913,0
49728,55359,0
56558,60613,0
26350,56159,0
85011,50978,0
