Eligible_id,Client_Income,Client_Income_Type,Active_Loan,Credit_Bureau,
52538,22500,Retired,0,1,
59786,15750,Commercial,1,3,
106948,13500,Retired,0,,
74833,11250,Service,0,0,
100452,5400,Retired,1,,
26986,31500,Service,0,2,
79736,31500,Commercial,1,,
102048,13500,Service,0,,
92844,9000,Service,0,0,
82090,29250,Commercial,0,2,
8214,16740,Commercial,0,0,
75075,11250,Retired,1,2,
99667,33750,Service,0,4,
41919,28350,Govt Job,0,,
118677,11250,Service,0,,
98740,9900,Retired,1,0,
22050,31500,Commercial,1,1,
28509,11250,Service,1,1,
141,,Service,0,0,
64529,12150,Govt Job,0,3,
2712,11250,Govt Job,0,1,
5579,15750,Commercial,0,2,
25227,11250,Commercial,1,2,
26570,11250,Service,0,0,
56583,26370,Govt Job,1,7,
18794,27000,Service,0,,
90785,17100,Retired,0,8,
40053,22500,Retired,0,4,
111799,11250,Retired,0,3,
85939,5850,Retired,1,3,
87739,29250,Service,0,2,
49110,18000,Retired,0,4,
86526,22500,Service,0,3,
26128,11250,Commercial,1,0,
73156,18000,Service,0,,
104268,13500,Service,1,5,
105804,13500,Service,1,7,
14856,27000,Commercial,1,0,
111783,11250,Retired,1,0,
123658,21150,Retired,0,2,
1954,18000,Service,1,0,
74843,22500,Retired,0,4,
79043,10350,Commercial,1,,
92507,15750,Retired,0,4,
86214,13500,Commercial,1,,
31722,11250,Commercial,0,0,
116602,13050,Retired,1,1,
25243,9000,Service,0,3,
119715,23400,Service,1,0,
19027,12600,Service,0,0,
32594,11250,Retired,0,0,
50754,9000,Service,0,2,
84351,6750,Service,0,1,
113785,54000,Govt Job,0,4,
81270,27000,Service,0,2,
47639,11250,Service,1,6,
23405,21600,Service,0,1,
71217,11700,Service,0,,
88199,13500,Retired,0,2,
71678,9900,Retired,0,0,
8748,6300,Retired,0,0,
66921,29250,Service,1,3,
50439,13500,Service,1,1,
9733,11250,Service,0,1,
96903,25200,Retired,0,3,
61981,15750,Retired,1,2,
86933,13500,Service,0,,
31016,20250,Service,0,4,
94445,15750,Service,0,2,
58752,11025,Service,1,2,
104354,11250,,1,3,
102966,20250,Commercial,0,2,
94598,6750,Service,0,3,
124105,18900,Retired,0,6,
4018,18000,Retired,0,5,
20889,6300,Retired,1,0,
91067,27000,,0,0,
35829,9000,Service,1,,
115248,22500,Service,0,4,
82164,18000,Commercial,0,,
62205,18000,Service,0,7,
51020,22500,Service,0,3,
79019,11250,Commercial,0,,
126847,24300,Service,0,3,
27830,15750,Service,1,0,
77837,18000,Service,0,,
56688,26100,Service,1,2,
44091,13500,Service,1,3,
17267,54000,Retired,1,0,
12476,13500,Commercial,0,0,
114927,15750,Service,0,3,
66212,13500,Service,0,1,
108140,22500,Commercial,0,8,
126581,8100,Retired,1,,
23326,17100,Service,0,0,
79279,13500,Retired,1,0,
90820,9900,Service,0,0,
49816,11250,Service,0,1,
114698,23400,Retired,0,0,
1419,13500,Govt Job,1,0,
95800,11250,Service,1,0,
94923,28350,Service,1,0,
78452,13500,Service,1,5,
65619,7200,Service,1,2,
15441,18000,Commercial,1,4,
102600,42750,Commercial,1,1,
72283,18000,Service,1,5,
71002,9000,Commercial,1,1,
2195,4500,Commercial,1,,
55768,15750,Retired,0,1,
86953,14400,Govt Job,1,,
53550,13500,Service,0,1,
75532,22500,Commercial,1,4,
74569,18000,Service,0,0,
76619,9000,Retired,0,4,
20866,18000,Commercial,0,1,
43212,49500,Commercial,0,4,
15517,11700,Service,0,2,
27987,11250,Commercial,1,0,
16833,16650,Commercial,1,4,
4183,9000,,0,1,
93600,6750,Retired,0,4,
73136,12150,Commercial,0,4,
129493,11250,Govt Job,1,0,
108618,18000,Service,0,3,
36910,9000,Service,1,6,
122987,45000,Retired,1,2,
2338,10350,Service,1,0,
115460,54000,Service,0,1,
110366,,Commercial,0,2,
87765,18000,Service,0,0,
127310,9450,Commercial,1,,
20358,11250,Commercial,1,2,
129694,4500,Service,1,3,
84605,8550,Service,1,0,
107987,11250,Service,,1,
97976,11250,Commercial,1,0,
15708,18000,Retired,1,4,
109370,13500,,0,6,
96851,12600,Retired,1,0,
100566,18000,Service,1,,
87866,15750,Service,0,2,
70602,24750,Govt Job,0,2,
15144,11250,Govt Job,1,1,
40123,8550,Service,0,,
107082,5400,Service,1,1,
115094,65250,Service,0,1,
44058,18900,Service,0,1,
38639,9000,Service,1,0,
83794,18000,Service,0,2,
60746,24165,Commercial,0,1,
62501,9000,Govt Job,0,4,
22688,33750,Service,0,5,
127956,5850,Service,0,3,
54796,27000,Commercial,1,0,
118691,,Commercial,1,0,
110856,24750,Commercial,1,0,
77274,87750,Commercial,0,0,
46567,13500,Retired,0,3,
70915,9000,Service,0,0,
81088,18000,Service,0,2,
15229,13500,Commercial,1,,
97803,15750,Retired,0,1,
48111,,Service,0,,
113554,11250,Service,1,3,
9627,13500,Service,1,1,
65385,13500,Commercial,0,,
52412,13500,Service,0,0,
97548,11250,Service,1,0,
23603,21600,Commercial,0,2,
34034,15750,Commercial,,1,
22401,18000,Govt Job,0,2,
28665,10350,Commercial,0,0,
97967,20250,Service,1,4,
108510,6750,Service,1,1,
4605,9900,Govt Job,0,0,
19621,18000,Service,0,5,
88116,3375,Retired,1,3,
124575,7200,Service,0,,
76891,15750,Service,0,3,
73926,13500,Service,1,0,
119547,18000,Service,0,2,
118556,22500,Retired,0,4,
40355,10800,Commercial,1,,
35299,20250,Commercial,0,5,
81306,8325,Service,0,4,
884,12150,Commercial,0,2,
30740,15750,Retired,0,1,
118739,11250,Commercial,0,,
70285,13500,Service,1,1,
36174,15750,Retired,0,2,
18705,13950,Service,1,2,
20396,9000,Commercial,1,,
96010,24750,Retired,0,0,
42071,27900,Service,1,6,
65543,18000,Govt Job,1,0,
57883,9000,Service,1,0,
64225,15750,Retired,1,1,
109650,6750,Retired,1,0,
54150,15750,Service,1,0,
61654,20250,Service,0,1,
88828,22500,Service,0,,
37002,13500,Service,0,2,
90416,22500,Service,0,1,
90027,22500,Commercial,0,1,
58628,15750,Commercial,0,7,
127532,15300,Service,0,2,
75623,9000,Commercial,1,2,
13564,9000,Service,1,4,
116680,31500,Commercial,1,,
89856,15750,Commercial,1,,
68213,10800,Commercial,0,3,
52891,18000,Govt Job,0,4,
24835,9000,Service,1,0,
89712,5400,Retired,1,,
73183,24750,Retired,0,1,
36311,15750,Govt Job,1,,
75579,11250,Govt Job,1,1,
31982,11250,Service,1,0,
51651,11250,Retired,1,0,
9253,18000,Service,1,3,
87484,9900,Service,1,1,
23891,8100,Retired,,4,
86162,27000,Retired,0,4,
37168,20250,Service,,5,
43786,32850,Commercial,1,0,
93599,31500,Service,1,,
103174,13050,Commercial,1,0,
19994,11250,Retired,1,0,
97481,13500,Service,0,,
102196,13500,Retired,1,2,
10622,9900,Commercial,1,,
33529,11700,Service,1,0,
67280,4500,Service,1,,
101043,9000,Retired,0,0,
47403,40500,Commercial,1,12,
17281,18000,Service,0,4,
87293,15750,Retired,1,0,
7974,27000,Commercial,0,2,
97409,13500,Service,0,0,
33083,11250,Service,1,0,
117699,18000,Service,0,0,
101578,17100,Service,1,5,
56346,18000,Govt Job,1,0,
36039,36000,Service,1,0,
38220,31500,Service,0,4,
36662,7650,Service,0,1,
32454,13500,Service,1,2,
62445,22500,Service,1,1,
96049,15750,Service,1,,
120384,6750,Service,1,2,
51555,13500,Service,0,4,
1203,9000,Service,0,0,
33325,11250,Retired,0,2,
25689,14850,Service,1,4,
17118,11250,Commercial,1,5,
8951,25200,Service,1,2,
102520,11250,Service,0,1,
126606,22500,Retired,0,0,
37730,15750,Service,0,0,
71741,18000,Service,1,0,
54536,27000,Commercial,0,3,
91185,11250,Service,0,2,
111477,13500,Service,1,4,
109793,,Service,1,3,
76002,21600,Service,1,4,
14487,14400,Service,1,0,
119929,18000,Retired,1,,
20789,15750,Commercial,1,2,
67346,13500,Service,0,2,
5564,10350,Service,1,0,
42585,9000,Retired,0,,
55491,21150,Service,0,2,
42183,33750,Service,0,2,
117469,18000,Service,1,2,
47570,22500,Service,1,2,
22644,13500,Commercial,,4,
99294,45000,Service,0,6,
13049,15750,Service,1,0,
11465,36000,Service,0,0,
59918,29250,Service,1,6,
34183,27000,Commercial,1,0,
91073,4950,Retired,1,0,
6008,24750,Service,0,1,
63606,22500,Service,0,,
103815,13500,Service,0,2,
17757,15750,Service,1,5,
88061,6304.95,Commercial,0,0,
59659,27000,Service,0,1,
121737,15750,Retired,0,,
39536,13500,Service,1,0,
32473,13500,Commercial,1,,
13558,5400,Service,1,0,
56196,18000,Service,1,6,
122753,25650,Service,1,4,
54069,20250,Service,0,1,
111887,,Service,1,0,
51319,13500,Commercial,0,,
81834,11250,Commercial,0,0,
37830,21600,Retired,1,3,
109749,32400,Commercial,1,1,
112699,21600,,1,3,
59936,15750,Service,0,,
103763,22500,Commercial,0,,
123097,11250,Service,1,1,
93303,21600,Commercial,0,,
37975,11250,Commercial,0,0,
18539,29250,Service,0,6,
17922,33750,Commercial,1,2,
111002,21600,Commercial,1,4,
97341,18000,Service,0,0,
111779,15750,Commercial,0,0,
7686,15750,Service,1,2,
33695,13500,Service,0,4,
118438,31500,Govt Job,0,1,
100079,15750,Service,0,0,
17205,6750,Service,1,2,
39693,13500,,0,5,
86874,24750,Commercial,1,,
65859,18000,Service,1,3,
119480,11250,Service,0,2,
3336,42300,Retired,1,5,
45636,16650,Retired,0,5,
125529,15750,Service,0,0,
61005,18450,Retired,0,5,
118789,27000,Service,1,2,
80705,18000,Govt Job,1,4,
126668,10800,Service,1,1,
24007,22500,Commercial,1,3,
36815,22500,Commercial,0,0,
76001,13500,Service,1,2,
117327,11250,Service,1,0,
17521,10350,Commercial,0,0,
53139,12150,Retired,0,5,
119216,11250,Service,0,0,
79949,11250,Service,1,2,
124981,13500,Retired,,1,
88814,29250,Service,1,1,
113789,11250,Service,0,,
116025,14400,Service,1,2,
13636,15750,Service,0,,
39104,22500,Service,0,3,
58427,11925,Retired,1,,
22965,15750,Service,0,0,
77083,20250,Govt Job,1,0,
115368,,Retired,1,3,
95790,36000,Service,1,0,
60382,7650,,0,1,
47846,9000,Commercial,0,4,
25850,22500,Retired,0,4,
43190,15750,Commercial,0,6,
117891,20250,Service,0,0,
65925,13500,Service,0,3,
85445,20250,Commercial,0,1,
54335,13500,Commercial,0,0,
59427,18000,Commercial,0,1,
68885,9900,Service,1,0,
82191,18000,Retired,1,0,
20314,15750,Service,0,,
17444,15750,Retired,,0,
114981,11250,Service,0,0,
99319,31500,Commercial,0,1,
98522,18000,Service,,5,
82544,,Service,1,2,
89881,17100,Retired,1,1,
19530,15750,Service,1,7,
118387,15750,Service,0,1,
1687,18000,Service,1,4,
11715,13500,Service,1,,
57143,27000,Service,0,1,
129018,18000,Commercial,0,2,
17307,15750,Service,0,,
114713,5850,Service,0,0,
111514,27000,Commercial,,0,
90219,31500,Commercial,1,4,
98906,22500,Service,1,1,
82088,18000,Service,1,3,
38206,11250,Retired,,2,
61534,15750,Retired,0,4,
38927,18000,Service,1,2,
128458,12150,Commercial,0,2,
112274,15750,Service,0,1,
110481,36000,Commercial,0,,
68180,13500,Service,1,0,
128819,11250,Commercial,1,2,
129074,18000,Commercial,1,6,
18165,18000,Service,0,,
118702,18000,Commercial,1,3,
38290,16650,Govt Job,1,1,
24611,29250,Govt Job,1,1,
122542,11250,Service,0,2,
120299,42750,Service,1,0,
89329,11700,Service,1,0,
48471,27000,Commercial,0,2,
56140,11250,Service,1,3,
25571,6975,Service,1,0,
88992,18000,Commercial,0,0,
77021,45000,Service,0,0,
75902,11250,Service,0,,
67933,45975.15,Commercial,0,0,
95338,27000,Service,0,7,
116077,15750,Retired,0,1,
46957,13500,Service,0,1,
57405,22500,Service,0,2,
113165,13500,Retired,0,0,
34826,18000,Commercial,1,0,
64976,22500,Retired,1,0,
74297,9900,Retired,0,2,
32621,12150,Commercial,1,2,
13962,12600,Commercial,0,2,
85910,9900,Service,0,3,
103731,22500,Govt Job,1,,
59893,8775,Retired,0,,
33411,18000,Commercial,1,0,
45766,13500,Service,0,0,
36917,4950,Retired,0,3,
117200,13500,Service,1,0,
115091,18000,Service,1,1,
28803,22500,Service,0,5,
119787,13500,Service,0,2,
88115,12600,Retired,0,1,
95143,9000,Commercial,0,,
18185,13500,Commercial,1,2,
99046,8100,Service,1,0,
41797,27000,Service,1,3,
103030,13500,Retired,0,0,
38985,24750,Retired,1,1,
82589,20250,Service,1,,
115668,13500,Retired,1,,
33461,26100,Service,0,0,
91916,20250,Service,0,1,
103285,15750,Service,1,3,
29952,27000,Commercial,1,0,
15498,13500,Service,1,5,
43372,9000,Commercial,0,0,
112774,11250,Service,0,2,
57964,15750,Service,1,3,
111151,15750,Service,0,1,
31484,18900,Govt Job,1,1,
114367,13500,Retired,0,1,
53109,15750,Service,1,4,
104207,24750,Commercial,1,2,
111454,13500,Service,0,,
33294,9000,Service,1,2,
3219,3825,Retired,0,0,
103683,9000,Service,0,0,
74547,9000,Retired,0,2,
64077,11250,Service,0,4,
52395,21600,Commercial,1,2,
55824,12600,Service,0,,
156,18000,Service,1,0,
68653,9000,Service,1,2,
33551,,Service,,2,
95326,,Service,0,2,
68861,13500,Retired,0,1,
76188,15750,Retired,1,,
88771,18000,Service,1,,
9129,12150,Commercial,1,1,
104080,31500,Service,1,0,
86200,11250,Service,1,4,
57347,27000,Service,1,0,
22029,22500,Commercial,0,,
43885,22500,Service,0,1,
103131,13500,Commercial,,0,
104069,11250,Commercial,1,1,
117441,18000,Commercial,0,1,
12560,15750,Service,1,,
18913,20250,Commercial,1,1,
61414,22500,Service,1,2,
95907,11250,Service,,,
12128,15750,Govt Job,0,2,
13390,18000,Service,0,1,
120948,8100,Retired,0,1,
22023,15750,Service,1,3,
3425,13500,Commercial,0,,
110569,11250,Govt Job,0,0,
39366,31500,,1,3,
84533,9900,Retired,0,3,
38783,20250,Retired,0,4,
117779,4500,Retired,0,,
22144,13500,Service,1,3,
104850,,Service,0,2,
98671,24750,Commercial,1,,
21853,22500,Service,,3,
102383,15750,Commercial,0,0,
26723,90000,Commercial,0,0,
23275,18900,Govt Job,0,2,
121984,8100,Service,0,3,
113147,9000,Govt Job,0,1,
59856,45000,Commercial,0,3,
107622,30150,Commercial,0,2,
99406,9000,Service,1,0,
34517,15750,Service,0,1,
14149,9900,Commercial,1,,
114631,29250,Service,1,1,
31796,9000,Commercial,1,2,
55045,18000,Commercial,0,,
91408,7200,Service,1,0,
99912,11700,Service,1,0,
6614,9135,Retired,1,0,
114471,5850,Retired,1,6,
57552,27000,Service,0,0,
127474,22500,Service,0,0,
38160,18000,Service,0,2,
86300,22500,Service,0,,
6775,15750,Commercial,1,1,
11603,4050,Retired,0,0,
106942,16200,Govt Job,1,2,
31144,20250,Retired,0,0,
43462,13500,Retired,,1,
23690,22500,Service,1,4,
58283,15750,Service,1,3,
16425,27900,Service,0,4,
14897,15750,Service,1,0,
25546,22500,Service,0,2,
72171,11250,Service,1,2,
87430,6750,Service,1,1,
60042,9000,Service,1,,
118879,18000,Govt Job,0,,
51256,36000,Commercial,0,,
117681,10800,Service,1,1,
26060,15750,Service,1,3,
112109,11250,Service,0,1,
97278,13500,Retired,0,1,
93168,27900,Govt Job,1,5,
39554,,Retired,0,0,
119079,12150,,0,0,
3205,13500,Service,1,5,
43913,13500,Govt Job,0,,
3346,20250,Commercial,1,,
94348,15750,Commercial,0,,
54257,18000,Service,1,1,
20511,13500,Service,1,0,
123116,13500,Service,0,4,
28034,20700,Service,1,,
96362,20250,Govt Job,1,3,
79600,22500,Commercial,0,,
95477,13500,Service,,,
129141,9000,Commercial,0,7,
10002,8100,Service,0,,
36187,22500,Service,0,2,
74899,11250,Govt Job,0,1,
91897,,Service,1,4,
13814,24750,Commercial,,1,
129752,20250,Govt Job,1,1,
2464,27000,Govt Job,0,2,
94352,12150,Commercial,0,1,
36646,31500,Service,0,0,
83668,,Commercial,1,,
41570,20250,Service,1,0,
98287,18000,Commercial,0,0,
125055,18000,Commercial,0,4,
19771,20250,Commercial,0,1,
24107,6750,Retired,1,5,
10603,19350,Service,0,2,
110078,15750,Service,1,2,
14442,8100,Service,1,2,
8873,12150,,1,4,
95644,20250,Service,1,2,
33258,18000,Retired,1,1,
114468,15750,Service,1,2,
75335,22500,Service,0,0,
125921,14490,Govt Job,0,2,
60248,5400,Service,1,,
38600,13500,Commercial,1,1,
81195,24750,Commercial,1,,
36257,18000,Commercial,1,5,
483,29250,Commercial,0,0,
61786,8550,Service,0,0,
30891,20250,Govt Job,1,4,
2093,22500,Commercial,,2,
14062,9000,Service,,3,
60511,5400,Retired,1,1,
2529,8100,Retired,1,1,
96101,33750,Service,0,1,
109836,11250,Service,0,1,
36172,18000,Retired,1,5,
38073,6300,Service,0,3,
71544,18000,Service,0,3,
75942,9000,Service,0,1,
112247,11250,Service,1,0,
95084,6750,Service,1,3,
27274,24750,Service,1,2,
32855,5400,Service,0,1,
77343,,Service,1,0,
118578,12600,Service,0,,
119239,13500,Service,0,0,
13022,18000,Service,0,3,
118544,27000,Retired,1,5,
101491,36000,Retired,0,5,
94447,22500,Service,1,8,
105523,15750,Service,0,1,
106496,13500,Service,1,1,
37277,6075,Retired,0,1,
5012,9000,Govt Job,0,1,
89771,11250,Service,0,1,
52320,27000,Commercial,1,,
129441,11250,Service,0,1,
62547,11250,Service,1,,
33846,20250,Service,1,6,
91890,9900,Retired,0,2,
128968,20809.8,Commercial,0,1,
65020,13500,Commercial,0,2,
13527,11250,Service,0,,
29389,20250,,1,3,
48447,15750,Service,0,7,
47748,17100,Service,0,1,
90951,10350,Retired,0,5,
25140,20250,Govt Job,1,,
99418,9675,Commercial,1,0,
11799,13500,Commercial,1,0,
100025,15750,Service,1,1,
44171,7740,Service,1,,
61177,,Retired,1,0,
50679,11250,Retired,1,,
83745,22500,Retired,0,0,
75724,35100,,1,1,
84366,15750,Retired,1,2,
103713,18000,Service,1,0,
63409,,Retired,0,7,
110121,4050,Service,0,0,
2301,9000,Commercial,0,0,
28366,15750,Service,0,,
125684,30600,Commercial,0,3,
83758,11250,Service,1,0,
120222,,,0,,
102993,36000,Commercial,0,0,
22799,6750,Retired,1,,
120797,16650,Commercial,1,4,
107386,16650,Service,0,2,
11419,13050,Service,0,,
54293,6300,Retired,1,0,
54675,11250,Commercial,1,2,
5977,11250,Service,0,,
96657,6750,Service,0,,
47279,14850,Service,,,
105700,20250,Commercial,0,1,
104530,13280.85,Commercial,0,0,
77701,7650,Retired,0,3,
63399,8100,Commercial,0,,
50493,45000,Commercial,0,0,
121822,15670.35,Service,1,,
87675,9000,Govt Job,0,7,
109558,29250,Service,1,1,
5000,20250,Commercial,0,4,
95673,12150,Service,0,4,
50657,5625,Retired,0,0,
105733,9000,Retired,1,1,
12532,22500,Commercial,0,0,
37104,11250,Service,0,4,
30380,10350,Govt Job,1,,
97069,24750,Commercial,0,0,
121124,11250,Commercial,1,3,
128995,27000,Service,0,0,
53598,18000,Service,0,2,
38243,15750,Commercial,1,0,
30829,26550,Service,0,3,
60342,13500,Service,1,5,
37845,12150,Service,0,0,
29168,12150,Govt Job,1,1,
113611,31500,Commercial,1,1,
72349,15750,Service,0,2,
21106,13500,Service,0,0,
58540,13500,Service,1,1,
29208,13500,Commercial,0,,
34118,16650,,1,2,
24547,20250,Service,0,1,
60007,12600,Retired,0,,
25661,15750,Retired,1,0,
89085,22500,Commercial,1,0,
21994,19350,Retired,1,1,
79932,12600,Service,1,7,
88531,11250,Commercial,0,3,
69742,54000,Retired,,4,
70983,15750,Commercial,0,0,
25457,7200,Service,0,0,
49439,36000,Commercial,0,5,
6524,13500,Service,1,1,
66411,15750,Commercial,0,2,
65693,11250,Retired,0,0,
113288,17550,Commercial,0,2,
67399,11250,Commercial,0,2,
49904,9000,,1,1,
51626,22500,Service,0,3,
66475,13500,Service,1,0,
97099,9000,Service,0,0,
29615,18000,Service,0,1,
45869,13500,Retired,0,0,
124664,11250,Service,0,3,
40937,18000,Commercial,0,1,
86555,18000,Retired,1,2,
30693,5850,Commercial,,0,
42934,8100,Service,0,2,
110948,3780,Service,1,0,
27217,9900,Service,0,0,
59456,11250,Retired,1,2,
77822,13500,Commercial,1,,
7491,24750,Service,1,1,
62032,18000,Service,0,0,
9038,13500,Service,0,0,
31945,18000,Service,0,2,
109992,67500,,0,0,
67355,18000,Govt Job,0,4,
125366,11250,Govt Job,0,,
41794,12150,Service,1,2,
32938,22500,Service,0,1,
28710,36000,Service,1,3,
119151,18000,Govt Job,1,1,
46281,24750,Service,1,1,
81939,6750,Retired,0,1,
123454,6750,Retired,1,1,
96374,20250,Service,1,1,
14852,,Service,1,1,
8803,22500,Commercial,1,1,
110662,11250,Commercial,0,6,
120580,27000,,1,1,
10540,8100,Commercial,1,1,
100644,18000,Service,1,4,
72466,6750,Retired,0,2,
2919,9000,Service,0,0,
65890,20250,Service,0,0,
127810,6750,Service,1,3,
49039,7200,Retired,1,1,
53852,15750,Service,1,2,
47428,31500,Commercial,0,,
57982,13500,Service,0,1,
17890,13500,Govt Job,1,,
64028,18000,Service,1,1,
23229,13500,Service,0,1,
88204,13500,Commercial,1,0,
115663,15750,Service,1,4,
41041,18000,Govt Job,1,,
19982,18000,Service,1,,
91543,6750,Service,1,0,
15764,11250,Service,1,1,
35239,22500,Service,0,4,
24413,31500,Service,1,3,
42499,11250,Retired,1,2,
34036,18000,Retired,1,3,
51758,,Govt Job,,,
59885,9000,Service,0,1,
80348,9000,Retired,1,0,
77836,20250,Retired,1,1,
91756,15750,Service,1,2,
74516,40500,Service,0,4,
128564,20250,Service,1,2,
121554,13500,Commercial,1,2,
28774,11250,Service,1,0,
7075,14400,Service,0,,
108046,9000,Govt Job,,0,
51967,9000,Retired,1,2,
72710,20250,Service,1,4,
39918,9000,Retired,1,,
44824,20250,Commercial,0,4,
56440,9000,Commercial,0,4,
48405,11250,Govt Job,1,5,
95775,9000,Service,1,2,
40795,22500,,0,6,
47600,10350,Service,1,1,
78243,17550,Service,1,0,
60997,9000,Service,0,0,
116076,13500,Commercial,1,3,
95083,20250,Service,0,3,
20399,18000,Service,0,5,
70262,16650,Retired,1,3,
69827,17100,Service,1,,
120858,5850,Service,0,2,
17530,12150,Service,1,2,
128504,8100,,0,1,
49800,4500,Retired,0,,
73657,6750,Commercial,0,,
80033,6750,Service,1,,
95828,11025,Service,0,7,
125666,8100,Service,0,0,
65177,13500,Service,1,9,
65250,9000,Service,0,2,
20726,11250,Commercial,1,1,
75743,13500,Commercial,0,2,
113388,19800,Retired,1,3,
16564,20250,Service,0,1,
110584,11250,Service,0,0,
69020,10350,Retired,1,,
82962,13500,Commercial,1,0,
76551,,Retired,1,0,
103845,23400,Govt Job,1,0,
111249,11250,Retired,1,0,
77977,22500,Service,1,3,
117528,9000,Service,0,2,
117989,18000,Service,1,5,
5863,13500,Commercial,0,0,
64635,12600,Govt Job,1,3,
91180,42750,Commercial,1,1,
100444,18450,Service,1,1,
22742,15750,Commercial,1,3,
6010,22950,Retired,1,1,
110524,9450,Service,0,3,
66154,29250,Service,0,1,
67316,8100,Retired,,,
38749,22500,Retired,0,,
4689,20250,Govt Job,0,2,
10363,15750,Retired,1,1,
38124,11250,Retired,1,3,
31319,13500,Service,0,2,
115790,,Service,0,0,
6871,31500,Service,1,2,
124662,30600,Service,0,1,
1651,13500,Service,0,,
31211,23400,Service,0,2,
14656,11250,Govt Job,0,2,
16243,21600,Service,0,0,
52345,9000,Service,0,0,
120936,16200,Service,0,1,
22484,22500,Commercial,1,,
3723,18900,Service,0,,
101019,11250,Service,0,,
15615,20250,Service,1,2,
698,9000,Service,0,,
83904,13500,Commercial,0,2,
66926,11250,Service,1,2,
32343,9000,Service,0,,
6457,15750,Service,1,0,
47571,12600,Govt Job,0,1,
116517,9900,Service,0,0,
56588,18000,Commercial,1,0,
109746,18000,Service,0,2,
102883,15750,Service,0,0,
69538,13500,Retired,1,7,
47747,15750,Service,1,5,
102409,7650,Service,1,1,
46675,22500,Commercial,1,3,
119665,18000,Retired,1,3,
27280,10800,Service,0,0,
104270,13050,Service,0,0,
84878,22500,Retired,1,3,
41805,18000,Service,0,1,
101913,11250,Service,0,1,
23902,9000,,1,0,
39751,13500,Commercial,0,4,
77006,10800,Service,1,2,
1343,13500,,1,,
24014,54000,Service,0,1,
105592,20250,Commercial,1,1,
19725,22500,Commercial,0,,
47726,13500,Service,0,4,
61296,15750,Service,1,1,
83219,15750,Service,1,6,
80626,11250,Service,0,,
41697,11250,Service,1,4,
53545,13500,Commercial,1,1,
85828,13500,Commercial,1,2,
50639,18000,Service,0,3,
120764,11250,Retired,1,4,
37972,13500,Service,1,2,
43743,15750,Commercial,1,1,
79599,27000,Commercial,0,,
89913,22500,Commercial,0,2,
84915,6750,Retired,0,,
111235,18000,Service,1,7,
16213,31500,Commercial,0,,
29221,27900,Commercial,1,0,
35770,15750,Retired,0,,
119207,202500,Commercial,1,2,
17493,8100,Service,1,,
41861,9450,Service,1,1,
45023,31500,Service,1,0,
45948,31500,Commercial,0,1,
120612,7650,Retired,1,,
62606,26550,Govt Job,1,3,
19904,22500,Service,1,1,
100112,11250,Commercial,1,5,
120731,4500,Retired,1,4,
17638,22500,Commercial,1,3,
78050,22500,Service,,0,
63075,18000,Commercial,1,2,
27870,40500,Commercial,1,0,
100564,10350,Retired,0,4,
53697,11250,Service,1,4,
107448,15750,Service,1,3,
109388,17550,Service,0,1,
103076,39600,Service,0,2,
76153,18000,Service,1,3,
48614,22500,Commercial,0,,
19710,6750,Retired,1,1,
7919,18000,Service,0,,
63505,,Govt Job,0,4,
31947,14850,Service,0,2,
40268,15750,Service,1,0,
3304,11250,Commercial,1,0,
24928,27000,Service,1,5,
5380,14850,Retired,1,,
74352,32850,Commercial,1,2,
40081,13500,Service,0,,
59428,6750,Service,0,3,
74436,16650,Service,1,1,
69477,9000,Service,1,,
62284,18000,Commercial,0,1,
56543,9000,Retired,0,1,
97613,15750,Service,0,1,
93156,13500,Commercial,1,6,
95550,11250,Service,0,4,
13577,13500,Govt Job,0,0,
126944,20250,Service,0,,
62787,6750,Retired,0,1,
30770,67500,Service,1,2,
121977,,Service,1,6,
123827,13500,Retired,1,,
7180,15750,Service,1,,
51322,54000,Commercial,1,8,
60807,15750,Service,0,1,
46184,11250,Govt Job,1,2,
20172,11250,Service,0,,
5566,18000,Retired,1,2,
27190,,Service,0,0,
25777,14850,Service,0,1,
24756,29565,Service,0,2,
14821,33750,Service,0,1,
55072,13500,Govt Job,0,3,
58118,21600,Commercial,1,0,
94614,31500,Commercial,1,0,
127841,15750,Service,1,1,
78380,15750,Retired,1,6,
83827,9450,Service,0,,
61491,5850,Govt Job,0,0,
101352,8100,Retired,1,1,
68440,11250,Service,0,2,
110959,11700,Commercial,0,0,
33848,20250,Service,0,4,
55689,22391.55,,0,1,
27904,5400,Retired,0,,
101989,11700,Service,1,1,
29436,9000,Govt Job,1,0,
26618,13500,Retired,0,0,
106695,11700,Retired,0,2,
127270,18000,Commercial,1,0,
98691,,Service,0,0,
26569,22500,Commercial,1,,
107960,11250,Service,1,1,
21362,13500,Service,0,0,
5761,18000,Service,1,3,
53705,11700,Service,0,1,
12653,,Commercial,1,1,
18645,13500,Retired,0,2,
107215,22500,Service,1,,
80089,47250,Retired,1,5,
58580,,Retired,0,5,
41895,9000,Service,0,2,
127099,9450,Retired,1,0,
96399,18000,Service,,3,
37535,6750,Retired,1,2,
48228,8100,Service,1,4,
119412,14400,Commercial,1,,
68447,9000,Govt Job,1,2,
99757,11250,Service,1,0,
113410,20250,Service,1,7,
4681,13500,Retired,1,1,
6336,13500,Commercial,1,1,
66824,8100,Retired,1,1,
128926,15750,Commercial,1,3,
86092,22500,Retired,1,5,
